"user","ideology"
"sheehyrw",NA
"sheenamaexc",NA
"SheilaB97354775","0.125661346855074"
"SheilaRutledge","-1.88079360815125"
"sheillaaxo",NA
"sheispoetryyy",NA
"shekina94477638",NA
"Shelby_Magee","0.582841507271216"
"Shelbygallo13",NA
"sheldoneakins",NA
"ShellDawn127","0.467698799114508"
"ShelleyStreeby","-2.05374891063182"
"SHELLSI__",NA
"shelly1743","1.34075503369022"
"shemar_300","1.17498679206609"
"ShepherdLaz","1.47579102817917"
"Sheptacular","-1.64485362695147"
"SheriAWilkinson","-1.75068607125217"
"SheriSannes","-1.40507156030963"
"Sherlock_Cock",NA
"ShermanCarnes","1.17498679206609"
"shhanson","-0.524400512708041"
"shianne923",NA
"shibasox","1.22652812003661"
"shiiiva","1.22652812003661"
"shiilahh",NA
"shiralishahh","-2.05374891063182"
"shlbhdsn","-1.88079360815125"
"shmeakshmock","-1.47579102817917"
"ShodQuill645476",NA
"Shodrick2",NA
"Shoe_Lover05",NA
"ShondaDoray",NA
"shonny__",NA
"shonuff_real","-2.32634787404084"
"shopcosabella",NA
"ShortFuseBeer",NA
"shortpumptattoo","0.643345405392917"
"shortsalemj",NA
"ShorukhGaming",NA
"shreyaparikh_",NA
"SHS_Stubbs","0.738846849185214"
"shuddlestonSA","1.1263911290388"
"shupuwka2",NA
"shweta_adhyam","-2.32634787404084"
"Shylou__",NA
"siblewinebarger","1.75068607125217"
"sidbrrk",NA
"sidgearcar",NA
"Sidney_Sewell",NA
"SiDrakkon7",NA
"Sierra_Nicole11",NA
"sierra08shields",NA
"sierrakampp",NA
"sieyraboo",NA
"sighemss",NA
"SigmanAllie",NA
"SignalFireTelem",NA
"siincerelycaiit","1.22652812003661"
"siker_devin",NA
"silentgMS","0.877896295051229"
"SilentHuff",NA
"sillysarahhhhh","1.22652812003661"
"Silva_Alfo",NA
"silva_thalis157",NA
"silva0072",NA
"silver_t3",NA
"SilverBakAmilli","1.17498679206609"
"silvercatpizza","0.0752698620998299"
"SilvSprngFoods","1.17498679206609"
"Simba_TNS",NA
"simonileana","-1.40507156030963"
"simply_davonna",NA
"SimplyM68639083","1.22652812003661"
"SimplySteph1597",NA
"simplytodd","1.64485362695147"
"simranthanawala",NA
"sinajimenezz",NA
"SinBinThunder",NA
"sincerelyedwin",NA
"SincerelyKionna",NA
"sinemkuzu29",NA
"SippinonCola","-2.32634787404084"
"SIR_TERRELL",NA
"SirGregDavis","0.0250689082587111"
"sirpeeny",NA
"SirPhobos","-2.05374891063182"
"SirZinixter","-0.674489750196082"
"sissy_nina99",NA
"SisterofNEW","0.674489750196082"
"sisterViolett",NA
"sitnspinster","-1.64485362695147"
"situoke1",NA
"SJSBatavia",NA
"sju_library","0.125661346855074"
"SJVanDHagen","1.34075503369022"
"skadres","-2.05374891063182"
"SKAtergorix",NA
"Skaterkid37117","1.22652812003661"
"SKB_CFO","0.994457883209753"
"SKepke","0"
"SkinnyMcT","-2.05374891063182"
"Skirisk","-0.331853346436817"
"SkullysColumbus","0.706302562840088"
"Skylarfucci47",NA
"skylarisameme",NA
"Skylarnouvongsa",NA
"skylarsaurous23","1.08031934081496"
"SkylarSuki",NA
"skyliestarkline",NA
"SkylineWBB",NA
"Skyzz_tK","1.40507156030963"
"slapittsburgh",NA
"SlapMyDinosaur",NA
"SlasherSantana",NA
"slave2cat","-2.05374891063182"
"Slave4Treasure",NA
"SlawzB","0.954165253146195"
"slay_era",NA
"Slaybit22438140",NA
"SlayHerEyes",NA
"SleevesofGreen","0.0501535834647337"
"slevinkalevera","-2.05374891063182"
"slf138","1.22652812003661"
"SLICK_VII",NA
"Slimdown4lifeIP",NA
"SLIMETEVV",NA
"SlimKilla02",NA
"sloan559","0.279319034447454"
"slorider1816","-1.40507156030963"
"slsgat","-2.32634787404084"
"Sludgeycourt","-2.32634787404084"
"slurpMYcoco",NA
"SlyFoxBeer",NA
"SMacAaron",NA
"Smallpendonald","-2.32634787404084"
"smellgoods47","1.55477359459685"
"smesanmem",NA
"smgambill",NA
"SMILEYYSEAVEYY",NA
"SmilingMelanin",NA
"sminooooo","-2.32634787404084"
"smith_caitlin8",NA
"SmithcoServices","1.22652812003661"
"smithemilyjo",NA
"SmithKirsten94",NA
"SmithMatt_13","0.385320466407568"
"Smitty9215","0.495850347347453"
"smokey_bear916","1.64485362695147"
"SmokeyDupree","1.1263911290388"
"SmokeyyTabooo",NA
"SmokyHillHoops",NA
"smolgummy","0.877896295051229"
"Smoresmores","-2.32634787404084"
"SMOTA_Miami",NA
"SMPSswrc",NA
"smpz",NA
"SneakerKingD3",NA
"Snedward10",NA
"sneldin_",NA
"SnellingAlameda",NA
"sngshow",NA
"SNicoleKirksey","-0.553384719555673"
"SnipaGus",NA
"snoopdreiii",NA
"snoqualmiewx",NA
"snorp","-1.34075503369022"
"Snow_Taiga","-2.32634787404084"
"SnowlieRoss",NA
"SnowLowkey",NA
"snowybeam",NA
"SnshineLoveFarm","-2.32634787404084"
"snugasbug","-2.05374891063182"
"So_True_Rae",NA
"SoBasedHaywood",NA
"socaliguy1981","-2.05374891063182"
"socalsotex","1.64485362695147"
"SocialCoasting","-0.467698799114508"
"sockie_",NA
"sofalexiss",NA
"softskincutie",NA
"soggymuffin44","1.22652812003661"
"soIoucity",NA
"SOKnowledge",NA
"SOLOSB23","1.22652812003661"
"Some_girlxD",NA
"SomeoneNate","1.22652812003661"
"SomersPTSO",NA
"sommer_amber",NA
"sommer_madness",NA
"sonder_bombs",NA
"SoniaAdvani","0.674489750196082"
"SonnemannBill","1.64485362695147"
"SonnyLNDN",NA
"sonsbest",NA
"SonyaTh_68",NA
"Soothyoursoul",NA
"soozdane","-2.32634787404084"
"sophiaaaprice",NA
"sophiaalotz",NA
"sophieheheheh",NA
"sorryitselyzza","-1.88079360815125"
"SosaFilm","-2.32634787404084"
"sosaklutxh",NA
"sothartics",NA
"SoulFulOfShyt",NA
"Soulvash",NA
"Soundopolis","-2.05374891063182"
"soundpro","0.954165253146195"
"SourBulba",NA
"SouthEndHero","1.22652812003661"
"Southernblues69",NA
"SouthRecruit1",NA
"Sovereignty4USA","1.75068607125217"
"sp00kydarling",NA
"spaceboymars",NA
"SpaceDogger",NA
"spacie_jacie",NA
"spanishbabyy",NA
"sparkie_p","-1.75068607125217"
"SparkleDarlingx",NA
"sparkseeker81",NA
"sparroni","-2.32634787404084"
"Spartacus_77777","1.64485362695147"
"SpartanRich478",NA
"speake2me","-0.706302562840088"
"SpearsTravel",NA
"Spec_016",NA
"specialk26","-2.05374891063182"
"SpeedyGamer03",NA
"speekeezymusic",NA
"spgopo","0.841621233572914"
"Spiceandnnn",NA
"Spidxr","-0.841621233572914"
"Spieserzz","0.524400512708041"
"spiffxp",NA
"spiritdesire_","-2.32634787404084"
"spiritual_fresh",NA
"Spitleaf23","-2.05374891063182"
"splashyboi",NA
"spm530","-0.553384719555673"
"spodernova",NA
"Spooky_th_ghost",NA
"Spooky979",NA
"spookyukes","-2.05374891063182"
"SportPsychDunc","-1.1263911290388"
"sportsfromcoas2",NA
"sportspsa",NA
"SportsSenter","1.2815515655446"
"SpotWrestling","1.22652812003661"
"SPSCC","-1.2815515655446"
"spudz801",NA
"SpursUpdatesAr",NA
"sputnik2599",NA
"SpyMc",NA
"SquirtGG","-2.05374891063182"
"Squishourband",NA
"srcarnevale","0.738846849185214"
"sreggie","1.47579102817917"
"Srick80","-2.32634787404084"
"SRod_Princesa",NA
"SSalisburyShow","1.55477359459685"
"ssamanthaf",NA
"ssavannahhh____",NA
"Ssetmj","-2.05374891063182"
"sshelbycobra","1.64485362695147"
"SSHS_TF",NA
"sshwnster","-2.05374891063182"
"ssingle81","1.34075503369022"
"sssaaarayyy",NA
"St00pidJoseph",NA
"stacejams","-2.32634787404084"
"staceyyyy_renee","1.22652812003661"
"stack675",NA
"stacyacross","0.467698799114508"
"STAHawksWBB","1.2815515655446"
"StanfordWBB",NA
"Star3U",NA
"StardogHQ",NA
"Startide",NA
"StaticManny",NA
"stayybased",NA
"steamboat77",NA
"steelydanfan21","1.75068607125217"
"stefanislive","1.47579102817917"
"StefBeckerbauer",NA
"stefbruno_",NA
"StefenColalillo","-2.32634787404084"
"Steffenwoof","1.2815515655446"
"stelboog",NA
"Stellee_",NA
"stelofit11",NA
"steph_rose_98",NA
"Stephan54556143",NA
"StephAndersOFCL","-2.05374891063182"
"StephanieWJones","-2.32634787404084"
"stephbrboza","0.412463129441405"
"Stephen23736797","0.10043372051147"
"StephenChortles",NA
"StephenFrizzell","1.22652812003661"
"StephGo__",NA
"stephhcantu",NA
"stephjparker_",NA
"SterlingJBall",NA
"stetsonpierre","-1.40507156030963"
"Steve_GTG","-1.75068607125217"
"Steve_Maupin",NA
"steve_wey89",NA
"Steve45946609","-1.64485362695147"
"SteveClyde","0.358458793251194"
"SteveDeming2","1.1263911290388"
"stevedragoo",NA
"steveengel","1.34075503369022"
"SteveGeddes_","-2.32634787404084"
"SteveHalton","-1.88079360815125"
"stevekirschy53","1.47579102817917"
"stevendunston","-2.32634787404084"
"StevenGardiner0",NA
"StevenLamers",NA
"StevenPTorres4","1.03643338949379"
"Stevens_PointWI",NA
"steventhongvanh",NA
"stevenw2345",NA
"stevesm84512439","1.22652812003661"
"steviedawn04","0.582841507271216"
"stevzam96","-1.88079360815125"
"StewyTwo5Photos","0.877896295051229"
"stiffboyz",NA
"StillDashikiHoe","1.40507156030963"
"stillworking9t1",NA
"stimulateabroad",NA
"StinFranke",NA
"stogutrosenbery",NA
"Stokes2049","1.40507156030963"
"stompainters",NA
"StoneberryFarms","0.0501535834647337"
"StonedRogan",NA
"StoneGodUggi",NA
"STONERMINDS420",NA
"stoney_burgh99",NA
"Storts23",NA
"stottbrittany",NA
"StraightFussin","-2.05374891063182"
"StreetTeamPD",NA
"stroketrance",NA
"strongmelaninT","-1.47579102817917"
"strvggle_qveen","-1.88079360815125"
"Stuart_Basefsky",NA
"StudioOmnium",NA
"StuNNaGOTO",NA
"StupidSwag92","1.40507156030963"
"StuTheBadger",NA
"stvnbcra",NA
"StylinSouls",NA
"SuanXo","-1.55477359459685"
"subtheretard",NA
"succeedwithmb","1.22652812003661"
"SuccubusAndrea",NA
"succulentaf","0.841621233572914"
"SueTheBastards","1.03643338949379"
"sugaMafia21","0.643345405392917"
"SugarDaddyMaks",NA
"suhhhhhvana",NA
"SuiteLadyOro","-2.05374891063182"
"sumdumbeech",NA
"sunsetsamuraidi",NA
"sunsetsquarehwd","-Inf"
"SunshineChasing","-2.32634787404084"
"SunshineNote_",NA
"supa_fly24",NA
"supercutmp3","-1.40507156030963"
"SuperHotCumShot",NA
"superiorblasian",NA
"superladyspins",NA
"supernatural","-2.32634787404084"
"SuperSteveDV","-1.88079360815125"
"SupperheatD","1.64485362695147"
"SupremeXTrae",NA
"surferstylee13",NA
"surgecoffeeco",NA
"SurgieF","1.22652812003661"
"susan_a7",NA
"susan_kotelman","-2.32634787404084"
"SUSANACHACON3",NA
"SusancMcKelvey","-1.40507156030963"
"susanjberger","-2.05374891063182"
"SusanLake6",NA
"Susgodfizzy_","-1.88079360815125"
"suureelinn",NA
"SUVCW","1.34075503369022"
"SuzanneShorter7",NA
"suzannevoas","-2.05374891063182"
"suzyachtymichuk","1.22652812003661"
"SuzySmeltzer","0.279319034447454"
"svalencia0021","-1.22652812003661"
"svanda_greg","1.75068607125217"
"svcimpact",NA
"svenaelterman",NA
"SVIPUK","0.150969215496777"
"svrczi",NA
"SVT_Cobras",NA
"swagolicousrex",NA
"swaincountynews",NA
"SwankyImage",NA
"swedishcrepes",NA
"SweetAndSour_x",NA
"sweethrtjessie",NA
"sweetnaida",NA
"sweetnbittergem",NA
"sweetwo1",NA
"sweetxcrwn",NA
"SweetxxLilli","0.553384719555673"
"SWFLVIKINGS","1.22652812003661"
"Swishurz","-2.32634787404084"
"SwissPrecMachin",NA
"Swoohn1",NA
"SworleyBird_63","-0.412463129441405"
"SWPuck",NA
"Swt_Seduction21",NA
"Sxnsei","-1.88079360815125"
"sydfordd",NA
"SydHargroves",NA
"sydney_pachta","-1.88079360815125"
"SydneyKBradley","-1.2815515655446"
"sydneytorn13",NA
"sydneyvanicek","1.22652812003661"
"SydtheKid_11",NA
"syedsaadrashid","1.22652812003661"
"syke",NA
"SylvesterSpike","1.47579102817917"
"sylvrfox1","-1.1263911290388"
"symalosi",NA
"SymbioticBrock_",NA
"SymoneCyd_","-2.32634787404084"
"SymyahB",NA
"SyNia_Amari",NA
"SyreneRodriguez","-1.64485362695147"
"SYRUPPIE",NA
"syvin02",NA
"szktttr_bz",NA
"T_Bone_42",NA
"T_DukeG",NA
"T_Elliott18",NA
"t_leighh","1.22652812003661"
"T_Lewis03",NA
"t_olp","1.22652812003661"
"T_Shultz",NA
"t_skinney51","1.22652812003661"
"TabanSharifi","-1.08031934081496"
"tabbiecat66","1.34075503369022"
"TadSacheck","1.40507156030963"
"taekook_759",NA
"TaeTheGreat3",NA
"taeyungniggaok",NA
"tahiisha",NA
"Taiiiooo",NA
"taijawaija",NA
"taismokey",NA
"TajiB_",NA
"taken_it_back","-2.05374891063182"
"Takiki_Baby","-Inf"
"TalkMMA",NA
"Tallarina09",NA
"tallhotassmess","-1.34075503369022"
"tallmanpromo56","1.08031934081496"
"tamararudic","-1.75068607125217"
"tambert34",NA
"TamiiPaezPont",NA
"tamij74",NA
"TammyAn07851643","1.34075503369022"
"tammykabell","1.2815515655446"
"TAmoakohene","-1.88079360815125"
"TAMU_UGR","1.88079360815125"
"TananaMahood",NA
"TandDTaxService","1.17498679206609"
"taniacu22",NA
"tanmindnori21",NA
"tanner829","1.1263911290388"
"TantalizingRose",NA
"tanyabellen","-1.88079360815125"
"TanyaFr88853988",NA
"TanyaMCastaneda",NA
"tarek_808","1.22652812003661"
"TarekChirri","-2.05374891063182"
"TarrantTransit",NA
"TashaaSB",NA
"TatakLQGlobies2",NA
"TateLinden","0.954165253146195"
"tatestreet21","-0.738846849185214"
"tatiswizzle",NA
"tavolierineriss",NA
"TavoWithTheFox",NA
"taydaughtrey",NA
"TaylerBriscoe",NA
"taylerdespain","1.22652812003661"
"taylor_jcollins","1.22652812003661"
"taylor_pellerin",NA
"taylorannarenee",NA
"TaylorBraselto1",NA
"TaylorDeaneKuhn",NA
"tayloreed77",NA
"TayloreMadonna",NA
"taylorjasss",NA
"TaylorMan2274",NA
"taylorodonnelll",NA
"taylorrmadeee",NA
"taylorsfunerall",NA
"taylorsnook","-2.05374891063182"
"taylort1023",NA
"TaylorTrahan4","0.706302562840088"
"taysapmob_",NA
"TayyGotTheJUICE",NA
"TayyIsabelle",NA
"tayylor_marieee",NA
"tayyypryor","-2.05374891063182"
"TazikisConway",NA
"TazMrAntiSocial",NA
"TB_Knows_Best","1.22652812003661"
"tbaobuu",NA
"tbaumzz",NA
"TBBJLauren","0.915365087842814"
"TBHSSoccer",NA
"tbomb__",NA
"tboss_6",NA
"TBW234","1.64485362695147"
"tbynum351",NA
"TCPenguinNews","1.22652812003661"
"tcwtpds",NA
"TDirtyy_",NA
"tdmace","1.55477359459685"
"TDn2K",NA
"tdrose23",NA
"TDYRX","-2.32634787404084"
"teachingchange","-2.32634787404084"
"TeachLearnHope",NA
"teachrobotslove","-0.582841507271216"
"TealTownUSA",NA
"TeamFoldscope","-1.64485362695147"
"TeamQStubbs58",NA
"TecEd",NA
"techinteaching","1.2815515655446"
"TechnikalKO","-1.75068607125217"
"Tedrow_Karey",NA
"Teechcartoon","-1.88079360815125"
"TeeDensonDB",NA
"teeejanaeee",NA
"Teeenasty300",NA
"teeeslalouraine",NA
"Teejaygil","1.03643338949379"
"TeeshaB1999",NA
"Teestylinn",NA
"TEINC_1","2.05374891063182"
"Teine81","-1.88079360815125"
"TejoniC",NA
"tektalk",NA
"TeraBoozeHudson",NA
"terance_fields","-2.32634787404084"
"TeresaVanHoy","-1.22652812003661"
"Tern_itt","0.553384719555673"
"TerryGTurner","1.64485362695147"
"Terrypfeff","1.47579102817917"
"TerryThekele","-1.40507156030963"
"terrytheminiguy","0.841621233572914"
"tessa_greenwood",NA
"tessarau","-2.05374891063182"
"Tesseract03","-1.08031934081496"
"Tetraform",NA
"tew1947","-1.55477359459685"
"TexasBTTMDude",NA
"TexasTrinity","-2.32634787404084"
"TexShark300",NA
"TFBleezy",NA
"tfg_xiviimm","-0.0501535834647337"
"TH_Da_06er","-0.439913165673234"
"thacktor","0.643345405392917"
"ThaGabster",NA
"thanecowan",NA
"thankunextbitch",NA
"ThaoDinh19",NA
"tharzula","2.32634787404084"
"that_kid_kevv",NA
"that_nuso",NA
"ThatBrownRat",NA
"thatdarkskinn",NA
"Thatgirrnishh",NA
"thatkgl",NA
"ThatKidShaun123",NA
"ThatManMansaray",NA
"ThatNikkiMassey","-1.88079360815125"
"ThatOsvaldoKid",NA
"ThatPersonEddie","-1.75068607125217"
"thatskolby",NA
"thatsoisa",NA
"ThatsSoRae_",NA
"The_Daily_Soup","1.22652812003661"
"The_Dream99","0.674489750196082"
"the_great_gvry","0.915365087842814"
"The_Kirb_Stomp","1.22652812003661"
"The_Moises24",NA
"The_Superhoo","-2.32634787404084"
"the_wing","-2.32634787404084"
"The1Cool","-2.32634787404084"
"the1res","-2.05374891063182"
"The941Team",NA
"TheAcademyWR1",NA
"theagoranitis",NA
"theakledger",NA
"TheAlokMehta",NA
"TheAlpha_V3",NA
"TheAmazingDee",NA
"theathewitch",NA
"theattoyemd","-1.1263911290388"
"theavidpen",NA
"TheAzureChaos",NA
"TheBagnerisFirm","0.915365087842814"
"theBeaen_AB",NA
"thebelfordgroup","1.55477359459685"
"thebenjosays",NA
"thebleepythings","-1.1263911290388"
"TheBoots17","1.55477359459685"
"TheBrand_DJH","-2.32634787404084"
"TheBrettGall",NA
"thebrick00","-1.40507156030963"
"thebroadnax","0.385320466407568"
"thebub321","-Inf"
"TheBull_Dinaa",NA
"thecartulary","2.32634787404084"
"TheCasaFRC",NA
"thecbar21","-1.88079360815125"
"thecherieshow","1.47579102817917"
"thechloegong","-0.201893479141851"
"TheChrisForsyth","-2.32634787404084"
"TheColeZimm",NA
"thecondoboss",NA
"TheCraftzilla",NA
"TheCreditGuyTV","1.22652812003661"
"TheCropFarmer1",NA
"thecurehes",NA
"thecwebs995",NA
"TheDeadmond","1.22652812003661"
"TheDezmeister","-0.994457883209753"
"thedhub",NA
"thedimitrylouis",NA
"Thee_Coach_B","1.40507156030963"
"thee_dea_venus",NA
"TheEclecticSide",NA
"TheeKamilaa",NA
"TheEmilyBlake","-2.32634787404084"
"theFAKEJeremyG","-0.643345405392917"
"TheFHL",NA
"thefree365",NA
"TheFreshMarket",NA
"TheGabelCenter",NA
"thegarg0yle",NA
"thegirlindiah",NA
"TheGreenestNoah",NA
"thehangtab",NA
"TheHopsCompany",NA
"theIllicitShane",NA
"TheJ_Do",NA
"thejacksonapier",NA
"TheJamesMalik",NA
"THEJeremiahWade","-2.32634787404084"
"TheJHairston",NA
"TheJZapata",NA
"thekatiemcneil","-Inf"
"thekiddisfresh",NA
"thekiddpey",NA
"thelazychef95",NA
"thelazyjoe",NA
"TheLewisEffect","-1.40507156030963"
"TheLHSBell","-0.201893479141851"
"TheLoogaroo","1.75068607125217"
"TheMagentaMoose",NA
"TheMarionStar","-2.05374891063182"
"TheMattSchwartz","-1.88079360815125"
"TheMikayla2",NA
"TheMikeWelch",NA
"thenackle",NA
"thenicholast",NA
"TheNotoriousABT","1.55477359459685"
"thenutoriousp",NA
"Theo_Geck",NA
"TheoWind72","1.47579102817917"
"ThePantingPooch",NA
"thePplzKAM","-1.88079360815125"
"TheProjectC","-2.05374891063182"
"theprojectcarec","1.03643338949379"
"TherabisPet","0.553384719555673"
"TheRadicalAlex",NA
"TheRadioWizard","1.55477359459685"
"TheRall_",NA
"theREAL_irwin","-2.05374891063182"
"TheReal_Show_T",NA
"TheRealChedaBob","0.994457883209753"
"TheRealChewyDog",NA
"therealcyitaiga",NA
"TheRealDadubkid",NA
"therealdiamonde","-1.40507156030963"
"TheRealDj27",NA
"therealdongnix",NA
"therealGNI","1.22652812003661"
"TheReaLiamDoyle","0.706302562840088"
"therealljwells","1.22652812003661"
"thereallove02",NA
"TheRealMorganT","-0.0752698620998298"
"TheRealNate5",NA
"TheRealOJen","-1.88079360815125"
"therealsaintgeo",NA
"TherealShy___",NA
"TheRealSilento",NA
"TheRealYaniB",NA
"TheReckonerFF","1.22652812003661"
"TheRedTape45","1.55477359459685"
"therifflaw","0.385320466407568"
"therookiecritic",NA
"therosetable",NA
"TheSagu",NA
"TheSavage1MikeS",NA
"thesilverstick","-1.17498679206609"
"theskylerpowers","1.34075503369022"
"theslimshaylee","1.22652812003661"
"thesportylady",NA
"thestoryofpilot","1.34075503369022"
"thesweetlily","-2.05374891063182"
"theswindlee",NA
"thetabs",NA
"thetayyshow",NA
"thethrill2003","-2.32634787404084"
"TheTonyPerella",NA
"TheTylerMcCall",NA
"TheUALoco","-2.32634787404084"
"TheUberENIGMA","-1.1263911290388"
"theusdemos",NA
"TheUsersStory",NA
"thewayshefell","-2.05374891063182"
"thewh042",NA
"thewhim","0.279319034447454"
"They_CallMeLola",NA
"TheyLoveCamm",NA
"ThiagoGdeAragao","0.738846849185214"
"thick_shawty25",NA
"thickburger_",NA
"thickthighmom","-1.88079360815125"
"thijaz","-2.32634787404084"
"Think_Ferguson","0.841621233572914"
"thinking1943","-1.34075503369022"
"ThinkLikeJanky",NA
"thisloveforalex",NA
"thisloveleelife",NA
"thisnomadlife","-1.88079360815125"
"thiswildchris",NA
"thomas08623",NA
"Thomas19064","-1.1263911290388"
"thomasbriank","0.877896295051229"
"thomaschurchill","0.915365087842814"
"ThomasGravely","-1.2815515655446"
"ThomasJulianMo1","-2.05374891063182"
"ThomasRCassidy",NA
"thommarshall","-1.47579102817917"
"thompson_truker",NA
"ThomZFranklin","-1.88079360815125"
"thorazoo","1.22652812003661"
"ThorcraftCobra","-2.32634787404084"
"THPhomes",NA
"threeqwae",NA
"thsortez",NA
"tiamondok",NA
"TiannaMurray_",NA
"tiara_monet",NA
"tiaxmickk","-2.32634787404084"
"tiburcinho_",NA
"tiburonblanco75","1.17498679206609"
"tiburonsinn",NA
"TierneyJake","-1.1263911290388"
"tigereye410",NA
"TigerNola","1.22652812003661"
"TigersThree",NA
"TigerVisionCHS",NA
"TilgoTV",NA
"Tilthedeath0fme",NA
"tim_ashmore","0.305480788099397"
"timasheikhy",NA
"TimBishman","0.841621233572914"
"Time4Writing",NA
"timesnew_rowan",NA
"TimGleason18",NA
"TimGravesMedia","1.17498679206609"
"TimHanson4949","-1.88079360815125"
"timhawksmal","0.643345405392917"
"timhoover",NA
"TimmieLui",NA
"TimothyJayBrown","-2.05374891063182"
"TimRodman",NA
"TimTeegarden","-2.32634787404084"
"TimTemTym","-1.17498679206609"
"TimtheTitansfan",NA
"tinadunne_","1.40507156030963"
"TinDefacto",NA
"TinySmurfx",NA
"Tip","0.954165253146195"
"TiqoorNigist",NA
"TirielWoW",NA
"tirnmy","0.439913165673234"
"titaniumwig","-2.05374891063182"
"titansfilmroom","0.385320466407568"
"titsorgtf0bitch",NA
"tixanaru",NA
"Tjahns10",NA
"TjclarkTJ",NA
"TJCoachMark",NA
"tjsnh","-1.75068607125217"
"tjt607","0.358458793251194"
"tjzsn",NA
"TK34875777",NA
"TKD_Black_Belt",NA
"tkk666","-0.954165253146194"
"tkron34",NA
"TL1994",NA
"TLBama1","0.954165253146195"
"TLCILLC",NA
"Tlcjabba",NA
"TLKohnlein","-1.64485362695147"
"tlv1207","1.03643338949379"
"tlyle55",NA
"tmacxo",NA
"tmancinirealtor",NA
"tmj_atl_itdnet",NA
"tmj_cle_adv",NA
"tmj_CTG_secure",NA
"tmj_dtw_cstsrv",NA
"tmj_kan_edu",NA
"tmj_LAH_LABOR",NA
"tmj_MKE_skltrd",NA
"tmj_phl_transp",NA
"tmj_san_health",NA
"tmj_sat_govern",NA
"tmj_tuc_acct",NA
"tmj_WAR_HRTA",NA
"tmonnneeeyyyyy",NA
"TN4K_",NA
"tndodj",NA
"TndoTj",NA
"TNN_Radio",NA
"TnPatriot423","1.75068607125217"
"ToAashi",NA
"toaster_blake",NA
"toastyjimin",NA
"TobaccoFreeWNY","0.150969215496777"
"tobi_loyd","0.772193214188685"
"tobirenn",NA
"ToccoaFUMC",NA
"TodayInWyoming","1.03643338949379"
"ToddCTS","1.40507156030963"
"todie_",NA
"tohchiropractic",NA
"tomahwk22","1.47579102817917"
"tombmarketing","1.08031934081496"
"TombOfChocula","-2.32634787404084"
"TomDarbyHey","-2.05374891063182"
"TomDomo_","1.1263911290388"
"TomDumke",NA
"tomi_michelle",NA
"tomiko360","0.772193214188685"
"tommcmahonnet","1.64485362695147"
"TommyMeyerss",NA
"TommyZolo66",NA
"tomotb","2.32634787404084"
"TomsFernndez13","1.64485362695147"
"TomVanArsdel","-1.75068607125217"
"tone_day42",NA
"TonedOutRBX","-2.32634787404084"
"Tonguetied15","0.772193214188685"
"tonichelleak","1.55477359459685"
